"id","showing_id","day_id","cinema_id","payment_type_id","netto_price","brutto_price","ticket_count"
"5411","3052","1413","28","4","29.99","36.89","4"
"5412","3392","292","31","2","29.99","36.89","2"
"5413","1644","1221","6","1","29.99","36.89","2"
"5414","371","460","32","5","22.99","28.28","1"
"5415","3345","1280","6","1","29.99","36.89","1"
"5416","3888","100","21","5","22.99","28.28","1"
"5417","3600","1399","30","1","39.99","49.19","3"
"5418","2548","509","11","3","20.99","25.82","1"
"5419","391","129","11","1","22.99","28.28","1"
"5420","1072","678","24","2","23.99","29.51","2"
"5421","3274","740","14","1","29.99","36.89","4"
"5422","2874","959","5","1","22.99","28.28","3"
"5423","3695","609","8","3","39.99","49.19","1"
"5424","1159","1037","27","5","39.99","49.19","2"
"5425","82","189","3","4","21.99","27.05","2"
"5426","1836","97","4","2","21.99","27.05","2"
"5427","398","717","28","5","29.99","36.89","4"
"5428","2762","1309","4","5","23.99","29.51","4"
"5429","1516","607","10","3","22.99","28.28","4"
"5430","2054","996","24","2","29.99","36.89","3"
"5431","2938","636","30","4","22.99","28.28","3"
"5432","3839","1318","27","4","39.99","49.19","3"
"5433","2289","636","29","2","22.99","28.28","4"
"5434","1013","1222","1","5","29.99","36.89","3"
"5435","3369","1194","4","4","22.99","28.28","3"
"5436","1311","616","27","4","22.99","28.28","2"
"5437","2152","1130","28","1","19.99","24.59","3"
"5438","795","1266","22","2","39.99","49.19","3"
"5439","1292","1255","11","3","22.99","28.28","1"
"5440","1670","711","27","2","22.99","28.28","3"
"5441","1016","359","23","5","20.99","25.82","4"
"5442","3039","709","14","3","20.99","25.82","4"
"5443","695","1138","13","4","21.99","27.05","4"
"5444","258","1336","5","3","19.99","24.59","2"
"5445","1424","1139","11","4","21.99","27.05","2"
"5446","1017","1122","21","4","22.99","28.28","3"
"5447","1460","565","8","3","29.99","36.89","2"
"5448","1703","161","10","5","39.99","49.19","2"
"5449","2062","71","31","1","20.99","25.82","4"
"5450","3335","796","21","2","23.99","29.51","4"
"5451","2081","254","32","2","19.99","24.59","3"
"5452","439","751","30","2","22.99","28.28","2"
"5453","3659","520","33","1","19.99","24.59","1"
"5454","3626","544","20","3","22.99","28.28","3"
"5455","2188","764","12","1","21.99","27.05","1"
"5456","1772","1155","2","5","21.99","27.05","1"
"5457","3027","664","4","5","19.99","24.59","3"
"5458","3113","540","17","2","21.99","27.05","4"
"5459","2959","669","7","2","19.99","24.59","4"
"5460","3449","915","9","2","21.99","27.05","2"
"5461","2060","638","30","5","20.99","25.82","3"
"5462","2670","77","18","1","22.99","28.28","2"
"5463","3566","638","15","5","21.99","27.05","4"
"5464","531","1222","19","2","23.99","29.51","2"
"5465","271","783","29","4","39.99","49.19","3"
"5466","3741","635","31","2","20.99","25.82","4"
"5467","362","35","10","5","23.99","29.51","3"
"5468","2621","679","31","4","29.99","36.89","1"
"5469","1508","920","16","2","22.99","28.28","1"
"5470","1354","45","30","3","20.99","25.82","1"
"5471","2036","553","11","1","21.99","27.05","1"
"5472","2069","564","29","5","23.99","29.51","1"
"5473","2633","72","26","3","39.99","49.19","3"
"5474","2929","408","3","5","23.99","29.51","1"
"5475","3884","347","2","1","23.99","29.51","1"
"5476","1825","761","4","1","29.99","36.89","1"
"5477","933","867","1","3","29.99","36.89","4"
"5478","920","1284","33","3","20.99","25.82","4"
"5479","2480","250","27","1","19.99","24.59","4"
"5480","3459","831","32","2","29.99","36.89","3"
"5481","1918","276","31","1","22.99","28.28","1"
"5482","778","901","32","2","20.99","25.82","1"
"5483","137","594","4","2","19.99","24.59","4"
"5484","1803","1421","32","1","20.99","25.82","4"
"5485","1799","266","17","2","23.99","29.51","2"
"5486","1503","176","13","3","23.99","29.51","1"
"5487","2227","161","4","3","23.99","29.51","1"
"5488","3083","980","15","3","19.99","24.59","4"
"5489","588","1128","14","1","23.99","29.51","4"
"5490","1112","450","11","1","20.99","25.82","4"
"5491","1299","1204","7","5","21.99","27.05","4"
"5492","2368","794","25","1","23.99","29.51","4"
"5493","907","694","32","2","22.99","28.28","4"
"5494","1826","762","9","4","22.99","28.28","2"
"5495","3684","487","11","3","23.99","29.51","4"
"5496","2237","982","27","4","19.99","24.59","1"
"5497","928","70","10","3","29.99","36.89","3"
"5498","587","1328","15","5","22.99","28.28","1"
"5499","1878","1275","1","3","20.99","25.82","2"
"5500","3767","488","6","4","21.99","27.05","2"
"5501","2084","832","14","5","20.99","25.82","1"
"5502","3092","902","14","1","29.99","36.89","4"
"5503","3201","607","15","3","20.99","25.82","4"
"5504","3126","146","13","2","21.99","27.05","1"
"5505","1214","216","11","3","39.99","49.19","4"
"5506","2774","1264","2","3","21.99","27.05","2"
"5507","449","642","5","5","21.99","27.05","3"
"5508","1525","419","1","1","23.99","29.51","4"
"5509","3551","385","1","5","21.99","27.05","2"
"5510","61","1267","7","1","22.99","28.28","4"
"5511","2868","102","32","1","22.99","28.28","1"
"5512","2077","331","16","5","21.99","27.05","2"
"5513","1397","333","15","1","20.99","25.82","4"
"5514","2639","183","8","3","29.99","36.89","2"
"5515","2959","841","18","5","22.99","28.28","1"
"5516","2874","118","15","5","22.99","28.28","3"
"5517","983","1348","23","2","29.99","36.89","1"
"5518","3237","1357","7","3","21.99","27.05","3"
"5519","2081","928","32","3","39.99","49.19","1"
"5520","1048","739","16","1","22.99","28.28","1"
"5521","1757","915","25","5","29.99","36.89","2"
"5522","1361","743","25","2","23.99","29.51","4"
"5523","1736","1162","3","2","39.99","49.19","1"
"5524","766","577","6","3","23.99","29.51","3"
"5525","2113","1426","2","3","29.99","36.89","3"
"5526","2697","198","27","4","22.99","28.28","2"
"5527","2014","1224","14","4","21.99","27.05","1"
"5528","219","339","16","3","29.99","36.89","1"
"5529","1854","1130","25","2","39.99","49.19","1"
"5530","909","1098","29","3","22.99","28.28","2"
"5531","1088","826","22","4","19.99","24.59","3"
"5532","808","129","21","1","20.99","25.82","1"
"5533","734","954","21","5","29.99","36.89","1"
"5534","1079","1049","30","4","20.99","25.82","1"
"5535","2359","912","22","2","20.99","25.82","3"
"5536","2397","412","13","1","39.99","49.19","3"
"5537","1710","23","1","2","29.99","36.89","3"
"5538","1146","1089","21","5","19.99","24.59","2"
"5539","992","12","19","5","21.99","27.05","3"
"5540","847","1395","27","5","39.99","49.19","1"
"5541","3344","676","31","4","29.99","36.89","4"
"5542","102","21","6","3","20.99","25.82","4"
"5543","1318","1026","30","5","20.99","25.82","2"
"5544","1123","156","1","3","20.99","25.82","2"
"5545","2917","234","1","3","23.99","29.51","1"
"5546","3217","1177","21","4","21.99","27.05","3"
"5547","1205","825","28","4","20.99","25.82","4"
"5548","3516","340","7","3","29.99","36.89","2"
"5549","183","1173","32","5","29.99","36.89","2"
"5550","2511","1098","22","3","21.99","27.05","2"
"5551","2905","1171","5","5","23.99","29.51","1"
"5552","840","1140","14","1","29.99","36.89","3"
"5553","786","652","28","4","39.99","49.19","4"
"5554","832","104","28","1","19.99","24.59","1"
"5555","3717","123","32","2","20.99","25.82","3"
"5556","3780","63","19","4","29.99","36.89","3"
"5557","3097","1456","31","3","20.99","25.82","4"
"5558","2803","1281","29","4","19.99","24.59","1"
"5559","2994","992","14","3","21.99","27.05","4"
"5560","2509","935","26","2","23.99","29.51","1"
"5561","1937","183","10","1","23.99","29.51","1"
"5562","3311","904","4","3","21.99","27.05","2"
"5563","1122","728","1","5","20.99","25.82","1"
"5564","856","1377","21","3","39.99","49.19","2"
"5565","3086","180","32","2","39.99","49.19","2"
"5566","2506","371","26","4","39.99","49.19","1"
"5567","1274","862","24","1","39.99","49.19","3"
"5568","1370","66","16","2","39.99","49.19","2"
"5569","1420","120","13","1","19.99","24.59","3"
"5570","2509","969","17","2","29.99","36.89","2"
"5571","3775","568","24","4","23.99","29.51","3"
"5572","826","441","13","2","21.99","27.05","3"
"5573","1630","892","33","5","21.99","27.05","4"
"5574","3529","860","21","2","23.99","29.51","3"
"5575","1727","791","11","4","29.99","36.89","4"
"5576","2353","1212","33","2","39.99","49.19","2"
"5577","1863","248","22","1","20.99","25.82","3"
"5578","1258","566","2","1","39.99","49.19","2"
"5579","230","931","14","4","22.99","28.28","2"
"5580","3365","791","16","2","29.99","36.89","4"
"5581","2947","655","32","3","19.99","24.59","1"
"5582","3351","1162","2","1","23.99","29.51","4"
"5583","3313","518","3","3","22.99","28.28","2"
"5584","1910","99","33","1","39.99","49.19","1"
"5585","1810","886","11","2","20.99","25.82","2"
"5586","3116","1099","8","4","22.99","28.28","1"
"5587","1459","1135","15","1","20.99","25.82","3"
"5588","376","1","25","3","39.99","49.19","3"
"5589","3346","12","15","1","19.99","24.59","2"
"5590","2863","815","4","1","21.99","27.05","3"
"5591","2593","743","10","3","21.99","27.05","1"
"5592","3692","842","17","4","39.99","49.19","3"
"5593","1757","1429","6","1","39.99","49.19","2"
"5594","1926","755","18","4","21.99","27.05","2"
"5595","804","968","21","1","21.99","27.05","1"
"5596","3533","1200","3","5","19.99","24.59","3"
"5597","2007","1257","8","5","23.99","29.51","4"
"5598","1257","1419","21","1","20.99","25.82","2"
"5599","3058","923","13","4","29.99","36.89","2"
"5600","7","231","22","4","21.99","27.05","2"
"5601","1510","1440","6","4","22.99","28.28","4"
"5602","1845","63","29","5","22.99","28.28","2"
"5603","3002","84","6","5","29.99","36.89","3"
"5604","2865","194","16","4","39.99","49.19","4"
"5605","662","962","5","1","20.99","25.82","3"
"5606","3891","1370","10","4","22.99","28.28","4"
"5607","2250","712","16","2","39.99","49.19","3"
"5608","134","1044","27","1","22.99","28.28","4"
"5609","1015","1441","5","2","29.99","36.89","2"
"5610","641","1410","31","3","29.99","36.89","3"
"5611","139","618","28","5","21.99","27.05","3"
"5612","663","63","16","5","20.99","25.82","2"
"5613","1432","1340","2","5","23.99","29.51","2"
"5614","1436","632","19","5","20.99","25.82","2"
"5615","1417","535","31","1","20.99","25.82","4"
"5616","2274","1209","33","1","21.99","27.05","3"
"5617","3893","656","6","5","22.99","28.28","4"
"5618","808","133","20","1","20.99","25.82","2"
"5619","3835","1248","23","2","23.99","29.51","4"
"5620","3784","382","23","4","20.99","25.82","4"
"5621","3115","754","24","5","23.99","29.51","3"
"5622","3851","122","33","5","22.99","28.28","1"
"5623","1578","930","14","1","29.99","36.89","2"
"5624","3942","553","30","3","22.99","28.28","1"
"5625","327","200","4","1","22.99","28.28","1"
"5626","2799","420","11","2","21.99","27.05","2"
"5627","3259","1182","15","1","20.99","25.82","1"
"5628","533","156","21","2","21.99","27.05","4"
"5629","3888","1327","10","1","20.99","25.82","1"
"5630","1859","699","25","4","20.99","25.82","4"
"5631","3948","489","21","1","22.99","28.28","2"
"5632","2929","313","33","5","29.99","36.89","1"
"5633","1056","1426","19","2","20.99","25.82","2"
"5634","284","281","29","2","19.99","24.59","2"
"5635","674","528","24","4","29.99","36.89","4"
"5636","3592","864","10","5","19.99","24.59","2"
"5637","280","308","9","1","29.99","36.89","2"
"5638","1422","1121","17","4","19.99","24.59","1"
"5639","983","149","32","2","23.99","29.51","4"
"5640","503","1004","22","5","22.99","28.28","2"
"5641","355","104","8","3","22.99","28.28","4"
"5642","1161","26","25","2","29.99","36.89","4"
"5643","1564","761","24","2","19.99","24.59","3"
"5644","2878","624","2","4","21.99","27.05","1"
"5645","1565","292","1","1","21.99","27.05","2"
"5646","1219","669","11","2","20.99","25.82","1"
"5647","3266","1457","13","2","22.99","28.28","4"
"5648","3479","1116","33","1","29.99","36.89","1"
"5649","1043","825","33","2","20.99","25.82","4"
"5650","2624","447","17","5","21.99","27.05","2"
"5651","822","482","30","5","29.99","36.89","3"
"5652","3931","410","28","2","39.99","49.19","1"
"5653","3311","1300","19","1","23.99","29.51","4"
"5654","3192","701","6","2","39.99","49.19","1"
"5655","2923","1208","3","1","20.99","25.82","3"
"5656","3868","299","17","5","20.99","25.82","2"
"5657","994","333","27","2","29.99","36.89","1"
"5658","2529","530","14","4","20.99","25.82","2"
"5659","2250","568","28","5","21.99","27.05","3"
"5660","199","1060","16","2","20.99","25.82","3"
"5661","2975","126","14","3","21.99","27.05","2"
"5662","392","1134","28","3","22.99","28.28","2"
"5663","1012","1219","7","5","39.99","49.19","2"
"5664","1971","111","2","5","29.99","36.89","3"
"5665","945","1221","31","1","39.99","49.19","2"
"5666","3786","484","4","4","39.99","49.19","3"
"5667","210","711","33","2","23.99","29.51","2"
"5668","1789","1105","3","3","22.99","28.28","1"
"5669","3775","756","22","5","22.99","28.28","4"
"5670","3961","1271","30","5","39.99","49.19","1"
"5671","3998","1128","29","1","22.99","28.28","2"
"5672","2088","874","27","3","19.99","24.59","3"
"5673","3975","23","25","3","22.99","28.28","4"
"5674","131","863","30","1","39.99","49.19","3"
"5675","2676","1369","2","1","20.99","25.82","3"
"5676","690","8","17","2","21.99","27.05","4"
"5677","2159","451","23","3","20.99","25.82","1"
"5678","1349","1226","22","2","19.99","24.59","2"
"5679","785","746","23","1","21.99","27.05","3"
"5680","1006","1352","22","4","39.99","49.19","1"
"5681","2757","1001","6","4","20.99","25.82","1"
"5682","1858","573","15","1","19.99","24.59","4"
"5683","1354","1419","1","1","22.99","28.28","2"
"5684","3569","1441","26","5","23.99","29.51","1"
"5685","1605","1298","2","5","22.99","28.28","2"
"5686","3698","118","20","1","21.99","27.05","2"
"5687","1698","1380","26","1","20.99","25.82","4"
"5688","703","1175","3","5","19.99","24.59","3"
"5689","3344","1053","1","5","22.99","28.28","3"
"5690","2164","102","11","5","23.99","29.51","3"
"5691","2232","712","10","4","22.99","28.28","2"
"5692","2563","723","11","4","21.99","27.05","2"
"5693","3165","291","21","1","19.99","24.59","3"
"5694","2275","1166","21","4","19.99","24.59","1"
"5695","1328","49","9","4","39.99","49.19","2"
"5696","1791","1399","28","4","21.99","27.05","1"
"5697","1244","536","30","3","39.99","49.19","4"
"5698","2935","691","12","4","22.99","28.28","3"
"5699","570","827","2","5","23.99","29.51","3"
"5700","2889","447","18","1","39.99","49.19","2"
"5701","814","1085","30","4","20.99","25.82","1"
"5702","3313","165","23","1","21.99","27.05","2"
"5703","703","1199","25","1","20.99","25.82","1"
"5704","1940","1415","25","2","19.99","24.59","2"
"5705","2081","1086","25","3","22.99","28.28","2"
"5706","3349","1348","30","5","20.99","25.82","3"
"5707","1520","989","27","3","22.99","28.28","3"
"5708","3788","1387","17","3","23.99","29.51","4"
"5709","918","1033","15","4","19.99","24.59","3"
"5710","1292","935","32","2","29.99","36.89","1"
"5711","1893","471","3","3","20.99","25.82","4"
"5712","1713","923","4","4","23.99","29.51","2"
"5713","3168","539","15","2","22.99","28.28","2"
"5714","3547","12","9","2","22.99","28.28","2"
"5715","1312","389","25","2","22.99","28.28","3"
"5716","2630","864","3","3","23.99","29.51","4"
"5717","1721","1183","21","4","39.99","49.19","1"
"5718","3558","1065","25","2","22.99","28.28","2"
"5719","3160","1131","27","5","19.99","24.59","2"
"5720","2771","147","19","1","39.99","49.19","3"
"5721","2637","1127","24","3","39.99","49.19","1"
"5722","2016","1240","30","2","19.99","24.59","3"
"5723","205","59","26","5","22.99","28.28","3"
"5724","2879","390","5","4","29.99","36.89","1"
"5725","1722","110","23","2","22.99","28.28","4"
"5726","2438","423","19","2","39.99","49.19","1"
"5727","2232","1015","21","2","20.99","25.82","4"
"5728","608","1048","23","2","23.99","29.51","2"
"5729","1967","46","29","1","29.99","36.89","2"
"5730","189","281","11","1","29.99","36.89","4"
"5731","494","865","20","1","29.99","36.89","4"
"5732","1219","143","17","2","20.99","25.82","4"
"5733","543","1039","21","1","22.99","28.28","4"
"5734","488","503","13","2","39.99","49.19","4"
"5735","278","1214","13","1","29.99","36.89","2"
"5736","1500","686","6","1","19.99","24.59","1"
"5737","2356","1240","21","5","39.99","49.19","1"
"5738","2391","271","18","4","22.99","28.28","2"
"5739","1084","1150","1","4","20.99","25.82","2"
"5740","1381","270","30","5","29.99","36.89","4"
"5741","2297","259","18","1","23.99","29.51","2"
"5742","3215","901","14","5","19.99","24.59","4"
"5743","1057","1170","19","5","23.99","29.51","1"
"5744","3683","1078","27","4","20.99","25.82","1"
"5745","3163","94","9","1","22.99","28.28","1"
"5746","3077","782","29","4","19.99","24.59","3"
"5747","2857","663","33","2","21.99","27.05","2"
"5748","619","462","32","5","19.99","24.59","1"
"5749","2459","318","21","4","20.99","25.82","1"
"5750","3266","1449","31","2","21.99","27.05","4"
"5751","2156","1134","10","2","20.99","25.82","1"
"5752","2248","1388","29","4","39.99","49.19","3"
"5753","1160","374","4","5","19.99","24.59","1"
"5754","749","225","2","4","21.99","27.05","1"
"5755","1203","161","1","1","39.99","49.19","2"
"5756","984","338","22","2","20.99","25.82","3"
"5757","2745","452","10","5","22.99","28.28","2"
"5758","912","1058","33","1","23.99","29.51","1"
"5759","308","605","17","4","20.99","25.82","3"
"5760","370","587","3","3","21.99","27.05","4"
"5761","2723","1135","25","2","23.99","29.51","3"
"5762","701","1137","18","3","29.99","36.89","2"
"5763","199","104","9","1","20.99","25.82","2"
"5764","3810","407","24","4","39.99","49.19","3"
"5765","2716","1016","26","2","39.99","49.19","4"
"5766","145","881","6","3","21.99","27.05","4"
"5767","2660","1118","1","2","29.99","36.89","2"
"5768","1813","910","13","1","22.99","28.28","2"
"5769","3034","496","6","2","22.99","28.28","3"
"5770","163","1388","25","5","29.99","36.89","4"
"5771","934","476","2","5","19.99","24.59","2"
"5772","65","266","5","4","29.99","36.89","3"
"5773","155","1392","14","2","20.99","25.82","3"
"5774","1875","800","1","2","19.99","24.59","2"
"5775","2096","1098","27","1","23.99","29.51","3"
"5776","2973","305","23","1","23.99","29.51","2"
"5777","1956","1173","19","1","22.99","28.28","4"
"5778","3895","56","13","3","22.99","28.28","4"
"5779","128","1010","25","2","29.99","36.89","2"
"5780","3049","488","6","2","21.99","27.05","1"
"5781","2594","1079","32","1","39.99","49.19","3"
"5782","2914","1345","25","2","19.99","24.59","4"
"5783","1290","667","20","2","22.99","28.28","1"
"5784","1148","1106","1","4","22.99","28.28","2"
"5785","1758","479","8","5","21.99","27.05","2"
"5786","912","1190","32","1","21.99","27.05","2"
"5787","1909","658","21","3","29.99","36.89","3"
"5788","3641","1319","23","2","23.99","29.51","1"
"5789","2130","1308","11","2","21.99","27.05","4"
"5790","3139","547","31","5","22.99","28.28","4"
"5791","3906","1352","22","4","22.99","28.28","1"
"5792","1954","1331","1","2","29.99","36.89","1"
"5793","234","1081","33","3","22.99","28.28","3"
"5794","2095","981","5","3","21.99","27.05","3"
"5795","3317","131","20","4","39.99","49.19","1"
"5796","2732","992","10","3","22.99","28.28","3"
"5797","2422","1448","4","1","20.99","25.82","3"
"5798","1253","1356","21","3","29.99","36.89","4"
"5799","1987","1195","33","3","20.99","25.82","2"
"5800","3887","711","19","4","20.99","25.82","1"
"5801","2965","546","28","5","21.99","27.05","1"
"5802","3857","1359","5","2","19.99","24.59","4"
"5803","1077","1031","19","3","29.99","36.89","4"
"5804","2382","1330","14","4","23.99","29.51","3"
"5805","3413","1259","20","3","39.99","49.19","3"
"5806","1081","443","11","5","20.99","25.82","4"
"5807","3394","852","30","4","23.99","29.51","4"
"5808","2318","37","21","2","23.99","29.51","4"
"5809","285","760","11","2","22.99","28.28","4"
"5810","3296","180","16","4","22.99","28.28","3"
"5811","3364","719","11","5","22.99","28.28","1"
"5812","3845","366","23","5","22.99","28.28","2"
"5813","2319","1376","25","4","22.99","28.28","4"
"5814","2331","1037","26","5","39.99","49.19","3"
"5815","896","659","1","3","21.99","27.05","1"
"5816","3183","512","11","3","19.99","24.59","2"
"5817","2609","290","2","5","21.99","27.05","3"
"5818","854","1002","30","4","23.99","29.51","3"
"5819","3437","1113","20","5","19.99","24.59","1"
"5820","332","336","18","3","21.99","27.05","1"
"5821","2645","949","27","2","22.99","28.28","1"
"5822","2029","1268","33","2","21.99","27.05","2"
"5823","640","245","25","1","19.99","24.59","2"
"5824","3832","38","11","5","23.99","29.51","3"
"5825","274","463","25","5","19.99","24.59","3"
"5826","3101","1340","22","4","20.99","25.82","4"
"5827","220","175","8","4","20.99","25.82","1"
"5828","210","1168","10","1","21.99","27.05","4"
"5829","3403","569","10","1","39.99","49.19","1"
"5830","2486","1249","6","4","22.99","28.28","1"
"5831","101","1080","1","2","22.99","28.28","3"
"5832","510","756","17","3","39.99","49.19","3"
"5833","1904","1097","27","2","21.99","27.05","4"
"5834","446","694","28","1","23.99","29.51","4"
"5835","1145","600","31","3","22.99","28.28","3"
"5836","205","488","31","2","39.99","49.19","2"
"5837","3710","1266","9","3","21.99","27.05","3"
"5838","1449","625","2","5","39.99","49.19","4"
"5839","3091","1281","32","1","39.99","49.19","2"
"5840","3439","1299","19","2","39.99","49.19","4"
"5841","3489","297","17","5","19.99","24.59","1"
"5842","1651","580","4","5","22.99","28.28","1"
"5843","2537","466","29","2","29.99","36.89","3"
"5844","3777","70","9","5","21.99","27.05","2"
"5845","2478","454","11","1","22.99","28.28","3"
"5846","3505","651","33","1","20.99","25.82","4"
"5847","1367","1096","22","1","22.99","28.28","4"
"5848","19","145","28","2","20.99","25.82","4"
"5849","728","1342","12","2","21.99","27.05","3"
"5850","2329","72","31","1","23.99","29.51","2"
"5851","1634","693","7","3","29.99","36.89","2"
"5852","1669","61","33","4","22.99","28.28","2"
"5853","3330","1067","23","5","22.99","28.28","3"
"5854","2369","270","21","4","22.99","28.28","3"
"5855","3889","146","13","3","19.99","24.59","2"
"5856","186","381","2","1","39.99","49.19","1"
"5857","127","1051","31","2","29.99","36.89","2"
"5858","1582","71","19","2","39.99","49.19","2"
"5859","3917","1279","3","2","19.99","24.59","4"
"5860","1223","165","21","4","22.99","28.28","1"
"5861","674","123","32","1","23.99","29.51","4"
"5862","1888","1369","21","4","19.99","24.59","2"
"5863","2865","1448","3","5","21.99","27.05","2"
"5864","5","1339","28","2","29.99","36.89","3"
"5865","2118","971","3","4","19.99","24.59","3"
"5866","312","715","25","5","19.99","24.59","4"
"5867","2365","1412","2","5","22.99","28.28","3"
"5868","2167","830","20","5","19.99","24.59","3"
"5869","3044","672","26","5","22.99","28.28","1"
"5870","3204","1022","33","3","21.99","27.05","1"
"5871","1729","369","4","1","22.99","28.28","2"
"5872","1521","145","7","3","23.99","29.51","4"
"5873","1391","494","29","5","39.99","49.19","2"
"5874","3796","237","13","4","39.99","49.19","1"
"5875","3530","1168","28","1","23.99","29.51","2"
"5876","1745","17","16","2","21.99","27.05","4"
"5877","1747","257","2","3","29.99","36.89","3"
"5878","1383","1167","31","1","23.99","29.51","3"
"5879","2530","258","23","4","19.99","24.59","3"
"5880","2781","1345","22","1","23.99","29.51","1"
"5881","1186","99","24","5","19.99","24.59","4"
"5882","1084","1109","28","2","29.99","36.89","2"
"5883","3995","220","21","4","19.99","24.59","2"
"5884","1009","231","13","2","22.99","28.28","2"
"5885","1112","1161","18","4","23.99","29.51","2"
"5886","2416","304","19","4","21.99","27.05","1"
"5887","3219","357","20","1","22.99","28.28","2"
"5888","430","1381","21","2","23.99","29.51","1"
"5889","507","1416","18","4","39.99","49.19","1"
"5890","349","476","27","2","20.99","25.82","4"
"5891","2815","835","33","5","39.99","49.19","4"
"5892","842","603","6","2","22.99","28.28","2"
"5893","2228","1381","3","4","20.99","25.82","2"
"5894","3015","1175","27","1","21.99","27.05","2"
"5895","23","531","1","4","21.99","27.05","3"
"5896","1060","359","26","2","29.99","36.89","4"
"5897","1338","616","6","1","22.99","28.28","1"
"5898","2502","613","17","4","20.99","25.82","2"
"5899","1618","789","21","4","39.99","49.19","4"
"5900","2348","210","16","1","20.99","25.82","1"
"5901","5","446","25","3","29.99","36.89","1"
"5902","1078","79","18","4","23.99","29.51","3"
"5903","3289","1458","29","4","39.99","49.19","2"
"5904","1964","729","15","2","21.99","27.05","1"
"5905","2132","1174","31","2","29.99","36.89","2"
"5906","2199","1132","22","5","19.99","24.59","3"
"5907","1402","277","14","5","22.99","28.28","2"
"5908","1435","333","17","4","22.99","28.28","2"
"5909","97","73","4","2","20.99","25.82","2"
"5910","1710","1021","16","4","39.99","49.19","4"
"5911","1325","284","14","1","39.99","49.19","3"
"5912","2142","1054","13","2","39.99","49.19","2"
"5913","321","904","31","5","22.99","28.28","1"
"5914","2988","317","4","4","19.99","24.59","3"
"5915","2553","1427","25","5","20.99","25.82","3"
"5916","3857","230","26","2","29.99","36.89","4"
"5917","1016","1191","16","2","22.99","28.28","3"
"5918","3085","428","29","4","22.99","28.28","1"
"5919","191","1107","14","1","23.99","29.51","4"
"5920","3591","526","16","2","39.99","49.19","4"
"5921","3048","209","13","3","19.99","24.59","2"
"5922","3104","1408","25","1","39.99","49.19","4"
"5923","3722","1305","4","5","23.99","29.51","2"
"5924","695","1053","29","2","20.99","25.82","1"
"5925","1311","585","5","2","23.99","29.51","1"
"5926","224","528","3","4","19.99","24.59","3"
"5927","3371","410","32","5","20.99","25.82","1"
"5928","358","1019","12","3","23.99","29.51","2"
"5929","2319","1148","11","4","22.99","28.28","4"
"5930","3752","141","28","2","20.99","25.82","1"
"5931","2552","989","11","1","21.99","27.05","4"
"5932","3381","706","22","3","29.99","36.89","2"
"5933","822","159","4","2","23.99","29.51","4"
"5934","2542","1299","15","3","29.99","36.89","3"
"5935","2593","486","22","5","39.99","49.19","3"
"5936","3704","408","15","3","39.99","49.19","1"
"5937","3177","1276","30","2","19.99","24.59","2"
"5938","3667","687","26","5","20.99","25.82","2"
"5939","255","464","2","4","29.99","36.89","2"
"5940","680","1125","15","1","22.99","28.28","3"
"5941","3164","1053","19","5","20.99","25.82","3"
"5942","2685","796","12","4","19.99","24.59","1"
"5943","1023","1255","9","1","22.99","28.28","1"
"5944","3343","119","24","1","29.99","36.89","1"
"5945","218","159","23","1","39.99","49.19","1"
"5946","2221","802","5","4","22.99","28.28","3"
"5947","497","1114","9","5","20.99","25.82","4"
"5948","27","739","33","4","20.99","25.82","4"
"5949","2777","815","14","5","39.99","49.19","3"
"5950","2748","1140","13","3","23.99","29.51","1"
"5951","1859","438","18","3","21.99","27.05","1"
"5952","531","295","29","4","29.99","36.89","3"
"5953","930","955","30","1","23.99","29.51","1"
"5954","1591","924","4","5","20.99","25.82","4"
"5955","1038","761","19","4","22.99","28.28","3"
"5956","3009","175","27","5","29.99","36.89","2"
"5957","1693","1299","27","3","23.99","29.51","4"
"5958","257","1052","9","2","20.99","25.82","1"
"5959","3725","715","2","3","20.99","25.82","4"
"5960","524","607","15","4","39.99","49.19","3"
"5961","676","782","11","5","23.99","29.51","4"
"5962","2393","1067","2","1","20.99","25.82","4"
"5963","498","190","5","2","29.99","36.89","3"
"5964","1748","569","19","5","21.99","27.05","3"
"5965","2515","1099","25","2","23.99","29.51","4"
"5966","1432","1127","17","4","20.99","25.82","2"
"5967","29","441","2","1","23.99","29.51","3"
"5968","1822","1310","3","1","22.99","28.28","1"
"5969","2572","868","7","1","22.99","28.28","2"
"5970","2878","232","32","5","22.99","28.28","1"
"5971","1581","58","19","3","22.99","28.28","2"
"5972","1621","375","11","1","23.99","29.51","4"
"5973","859","276","28","5","20.99","25.82","2"
"5974","1601","675","8","4","20.99","25.82","2"
"5975","1194","131","23","5","23.99","29.51","3"
"5976","273","616","16","1","20.99","25.82","2"
"5977","1943","229","1","2","20.99","25.82","3"
"5978","2806","962","15","2","22.99","28.28","2"
"5979","1676","880","14","3","29.99","36.89","3"
"5980","3144","138","33","5","20.99","25.82","3"
"5981","3841","1427","24","3","19.99","24.59","2"
"5982","1472","34","14","4","21.99","27.05","2"
"5983","1977","375","27","5","22.99","28.28","4"
"5984","3252","1138","7","2","22.99","28.28","4"
"5985","1059","1396","24","2","29.99","36.89","2"
"5986","2646","854","2","3","39.99","49.19","1"
"5987","1951","1421","32","4","23.99","29.51","2"
"5988","3667","878","4","4","21.99","27.05","4"
